"Selective Ticket Listing","Date Range: May 01, 2025 To May 31, 2025","Customer Range: 000000 To 999999",,"* indicates vehicle associated with the first completed range on the route.","BILLABLE Only","City Of Laredo Landfill","Type: Detailed Sort By Ticket Number",,,,,,,,,,,,,,,"01003607",05/01/25,"215936-0001-001 BRENCO","R1",30.00,"28",4223,"79",3.44,"TN",$46.50,"/ TN",$159.96,,3.44,"TN",$46.50,"/ TN",$159.96,"$109,363.64","$109,363.64",$0.00,$0.00,"$109,363.64","$109,363.64","[749 Tickets Reported]","alejandro 06/03/2025 4:41 PM","Southern Sanitation","Page -1 of 1"
"Selective Ticket Listing","Date Range: May 01, 2025 To May 31, 2025","Customer Range: 000000 To 999999",,"* indicates vehicle associated with the first completed range on the route.","BILLABLE Only","City Of Laredo Landfill","Type: Detailed Sort By Ticket Number",,,,,,,,,,,,,,,"01003613",05/01/25,"210687-0001-001 TARGET 2112","R1",30.00,"28",4221,"56",6.23,"TN",$46.50,"/ TN",$289.70,,6.23,"TN",$46.50,"/ TN",$289.70,"$109,363.64","$109,363.64",$0.00,$0.00,"$109,363.64","$109,363.64","[749 Tickets Reported]","alejandro 06/03/2025 4:41 PM","Southern Sanitation","Page -1 of 1"
"Selective Ticket Listing","Date Range: May 01, 2025 To May 31, 2025","Customer Range: 000000 To 999999",,"* indicates vehicle associated with the first completed range on the route.","BILLABLE Only","City Of Laredo Landfill","Type: Detailed Sort By Ticket Number",,,,,,,,,,,,,,,"01003632",05/01/25,"208353-0001-002 ROAD RANGER #272","R2",30.00,"28",4221,"56",9.73,"TN",$46.50,"/ TN",$452.45,,9.73,"TN",$46.50,"/ TN",$452.45,"$109,363.64","$109,363.64",$0.00,$0.00,"$109,363.64","$109,363.64","[749 Tickets Reported]","alejandro 06/03/2025 4:41 PM","Southern Sanitation","Page -1 of 1"
"Selective Ticket Listing","Date Range: May 01, 2025 To May 31, 2025","Customer Range: 000000 To 999999",,"* indicates vehicle associated with the first completed range on the route.","BILLABLE Only","City Of Laredo Landfill","Type: Detailed Sort By Ticket Number",,,,,,,,,,,,,,,"01003687",05/01/25,"208886-0001-001 FONTAINE MODIFICATION","R1",30.00,"28",4226,"62",0.77,"TN",$46.50,"/ TN",$35.81,,0.77,"TN",$46.50,"/ TN",$35.81,"$109,363.64","$109,363.64",$0.00,$0.00,"$109,363.64","$109,363.64","[749 Tickets Reported]","alejandro 06/03/2025 4:41 PM","Southern Sanitation","Page -1 of 1"
"Selective Ticket Listing","Date Range: May 01, 2025 To May 31, 2025","Customer Range: 000000 To 999999",,"* indicates vehicle associated with the first completed range on the route.","BILLABLE Only","City Of Laredo Landfill","Type: Detailed Sort By Ticket Number",,,,,,,,,,,,,,,"01003689",05/01/25,"210833-0001-001 FUEL AMERICA TRAVEL CTR","R1",30.00,"28",4224,"57",1.03,"TN",$46.50,"/ TN",$47.90,,1.03,"TN",$46.50,"/ TN",$47.90,"$109,363.64","$109,363.64",$0.00,$0.00,"$109,363.64","$109,363.64","[749 Tickets Reported]","alejandro 06/03/2025 4:41 PM","Southern Sanitation","Page -1 of 1"
"Selective Ticket Listing","Date Range: May 01, 2025 To May 31, 2025","Customer Range: 000000 To 999999",,"* indicates vehicle associated with the first completed range on the route.","BILLABLE Only","City Of Laredo Landfill","Type: Detailed Sort By Ticket Number",,,,,,,,,,,,,,,"01003716",05/01/25,"215922-0001-001 INTERNATIONAL SPECIALIZE","R1",30.00,"28",4223,"79",1.63,"TN",$46.50,"/ TN",$75.80,,1.63,"TN",$46.50,"/ TN",$75.80,"$109,363.64","$109,363.64",$0.00,$0.00,"$109,363.64","$109,363.64","[749 Tickets Reported]","alejandro 06/03/2025 4:41 PM","Southern Sanitation","Page -1 of 1"
"Selective Ticket Listing","Date Range: May 01, 2025 To May 31, 2025","Customer Range: 000000 To 999999",,"* indicates vehicle associated with the first completed range on the route.","BILLABLE Only","City Of Laredo Landfill","Type: Detailed Sort By Ticket Number",,,,,,,,,,,,,,,"01003729",05/01/25,"215903-0001-001 JK LIQUIDATION INC","R1",30.00,"28",4226,"62",1.30,"TN",$46.50,"/ TN",$60.45,,1.30,"TN",$46.50,"/ TN",$60.45,"$109,363.64","$109,363.64",$0.00,$0.00,"$109,363.64","$109,363.64","[749 Tickets Reported]","alejandro 06/03/2025 4:41 PM","Southern Sanitation","Page -1 of 1"
"Selective Ticket Listing","Date Range: May 01, 2025 To May 31, 2025","Customer Range: 000000 To 999999",,"* indicates vehicle associated with the first completed range on the route.","BILLABLE Only","City Of Laredo Landfill","Type: Detailed Sort By Ticket Number",,,,,,,,,,,,,,,"01003771",05/01/25,"210378-0001-002 SOUTH TEXAS FOOD BANK","R1",30.00,"28",4224,"57",2.21,"TN",$46.50,"/ TN",$102.77,,2.21,"TN",$46.50,"/ TN",$102.77,"$109,363.64","$109,363.64",$0.00,$0.00,"$109,363.64","$109,363.64","[749 Tickets Reported]","alejandro 06/03/2025 4:41 PM","Southern Sanitation","Page -1 of 1"
"Selective Ticket Listing","Date Range: May 01, 2025 To May 31, 2025","Customer Range: 000000 To 999999",,"* indicates vehicle associated with the first completed range on the route.","BILLABLE Only","City Of Laredo Landfill","Type: Detailed Sort By Ticket Number",,,,,,,,,,,,,,,"01003789",05/01/25,"210833-0001-001 FUEL AMERICA TRAVEL CTR","R1",30.00,"28",4221,"56",0.72,"TN",$46.50,"/ TN",$33.48,,0.72,"TN",$46.50,"/ TN",$33.48,"$109,363.64","$109,363.64",$0.00,$0.00,"$109,363.64","$109,363.64","[749 Tickets Reported]","alejandro 06/03/2025 4:41 PM","Southern Sanitation","Page -1 of 1"
"Selective Ticket Listing","Date Range: May 01, 2025 To May 31, 2025","Customer Range: 000000 To 999999",,"* indicates vehicle associated with the first completed range on the route.","BILLABLE Only","City Of Laredo Landfill","Type: Detailed Sort By Ticket Number",,,,,,,,,,,,,,,"01003819",05/01/25,"205033-0003-002 MALL DEL NORTE","R1",30.00,"28",4226,"62",1.37,"TN",$46.50,"/ TN",$63.71,,1.37,"TN",$46.50,"/ TN",$63.71,"$109,363.64","$109,363.64",$0.00,$0.00,"$109,363.64","$109,363.64","[749 Tickets Reported]","alejandro 06/03/2025 4:41 PM","Southern Sanitation","Page -1 of 1"
"Selective Ticket Listing","Date Range: May 01, 2025 To May 31, 2025","Customer Range: 000000 To 999999",,"* indicates vehicle associated with the first completed range on the route.","BILLABLE Only","City Of Laredo Landfill","Type: Detailed Sort By Ticket Number",,,,,,,,,,,,,,,"01003838",05/01/25,"203654-0001-001 MC COYS BUILDING SUPPL","R1",30.00,"28",4221,"56",1.54,"TN",$46.50,"/ TN",$71.61,,1.54,"TN",$46.50,"/ TN",$71.61,"$109,363.64","$109,363.64",$0.00,$0.00,"$109,363.64","$109,363.64","[749 Tickets Reported]","alejandro 06/03/2025 4:41 PM","Southern Sanitation","Page -1 of 1"
"Selective Ticket Listing","Date Range: May 01, 2025 To May 31, 2025","Customer Range: 000000 To 999999",,"* indicates vehicle associated with the first completed range on the route.","BILLABLE Only","City Of Laredo Landfill","Type: Detailed Sort By Ticket Number",,,,,,,,,,,,,,,"01003848",05/01/25,"205041-0001-001 HPJ","R1",30.00,"28",4223,"79",2.68,"TN",$46.50,"/ TN",$124.62,,2.68,"TN",$46.50,"/ TN",$124.62,"$109,363.64","$109,363.64",$0.00,$0.00,"$109,363.64","$109,363.64","[749 Tickets Reported]","alejandro 06/03/2025 4:41 PM","Southern Sanitation","Page -1 of 1"
